@,B,D,$,F,&,G,I,L,M,N,O,Q,U,V,Y,~,
IE0005259126,,8.20.07,,EUR,0,1.000000,40.264,Kapitalertr�ge:sonstige Einnahme|,Ertrag,OthrInc,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.455000,18.32,8.20.07,Deka-PharmaTech CF,989095,
DE0005424519,0.00|0.00|0.00,9.12.07,61.50,EUR,2,1.000000,48.578,|[Privatgiro],119091767 XF0009994050 15  DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.266000,61.50,9.12.07,Deka-BR 100,542451,
DE0008474511,0.00|0.00|0.00,9.14.07,35.00,EUR,2,1.000000,73.529,|[Privatgiro],LOHN/GEHALT 00006802/200709  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.476000,35.00,9.18.07,AriDeka CF,847451,
DE0009771824,0.00|0.00|0.00,9.18.07,400.00,EUR,2,1.000000,66.445,|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6.020000,400.00,9.18.07,Deka-VarioInvest TF,977182,
DE0007019317,0.00|0.00|0.00,9.19.07,50.00,EUR,2,1.000000,38.790,|[Privatgiro],0119091767 DE0007019317 00  DEKA-FINANZWERTE TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.289000,50.00,9.19.07,Deka-Finanzwerte TF,701931,
LU0133666759,0.00|0.00|0.00,9.19.07,50.00,EUR,2,1.000000,181.818,|[Privatgiro],0119091767 LU0133666759 00  DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.275000,50.00,9.19.07,Deka-ConvergenceAktien TF,940542,
DE0009771824,0.00|0.00|0.00,9.19.07,75.00,EUR,2,1.000000,66.489,|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.128000,75.00,9.19.07,Deka-VarioInvest TF,977182,
IE0002080863,0.00|0.00|0.00,9.19.07,50.00,EUR,2,1.000000,66.313,|[Privatgiro],0119091767 IE0002080863 00  DEKA-GLOBALRESOURCES TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.754000,50.00,9.19.07,Deka-GlobalResources TF,565126,
DE0005424519,0.00|0.00|0.00,10.9.07,61.50,EUR,2,1.000000,51.037,|[Privatgiro],119091767 XF0009994050 15  DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.205000,61.50,10.9.07,Deka-BR 100,542451,
DE0008474511,0.00|0.00|0.00,10.12.07,35.00,EUR,2,1.000000,79.545,|[Privatgiro],LOHN/GEHALT 00006802/200710  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.440000,35.00,10.16.07,AriDeka CF,847451,
IE0002080863,0.00|0.00|0.00,10.19.07,50.00,EUR,2,1.000000,73.206,|[Privatgiro],0119091767 IE0002080863 00  DEKA-GLOBALRESOURCES TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.683000,50.00,10.19.07,Deka-GlobalResources TF,565126,
DE0007019317,0.00|0.00|0.00,10.19.07,50.00,EUR,2,1.000000,40.584,|[Privatgiro],0119091767 DE0007019317 00  DEKA-FINANZWERTE TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.232000,50.00,10.19.07,Deka-Finanzwerte TF,701931,
LU0133666759,0.00|0.00|0.00,10.19.07,50.00,EUR,2,1.000000,203.252,|[Privatgiro],0119091767 LU0133666759 00  DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.246000,50.00,10.19.07,Deka-ConvergenceAktien TF,940542,
DE0009771824,0.00|0.00|0.00,10.19.07,75.00,EUR,2,1.000000,66.785,|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.123000,75.00,10.19.07,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,10.30.07,"1,300.00",EUR,2,1.000000,94.891,Kursgewinne:Realisierte Gewinne|[Privatgiro],0119091767 DE0008474503 00  DEKAFONDS,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,13.700000,"1,300.00",10.30.07,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,11.9.07,61.50,EUR,2,1.000000,47.126,|[Privatgiro],119091767 XF0009994050 15  DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.305000,61.50,11.9.07,Deka-BR 100,542451,
DE0008474511,0.00|0.00|0.00,11.14.07,35.00,EUR,2,1.000000,74.627,|[Privatgiro],LOHN/GEHALT 00006802/200711  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.469000,35.00,11.16.07,AriDeka CF,847451,
DE0007019317,0.00|0.00|0.00,11.20.07,50.00,EUR,2,1.000000,35.411,|[Privatgiro],0119091767 DE0007019317 00  DEKA-FINANZWERTE TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.412000,50.00,11.20.07,Deka-Finanzwerte TF,701931,
LU0133666759,0.00|0.00|0.00,11.20.07,50.00,EUR,2,1.000000,196.850,|[Privatgiro],0119091767 LU0133666759 00  DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.254000,50.00,11.20.07,Deka-ConvergenceAktien TF,940542,
DE0009771824,0.00|0.00|0.00,11.20.07,75.00,EUR,2,1.000000,66.905,|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.121000,75.00,11.20.07,Deka-VarioInvest TF,977182,
IE0002080863,0.00|0.00|0.00,11.20.07,50.00,EUR,2,1.000000,68.493,|[Privatgiro],0119091767 IE0002080863 00  DEKA-GLOBALRESOURCES TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.730000,50.00,11.20.07,Deka-GlobalResources TF,565126,
DE0009771824,0.00|0.00|0.00,11.23.07,550.00,EUR,2,1.000000,66.910,Kursgewinne:Realisierte Gewinne|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8.220000,550.00,11.23.07,Deka-VarioInvest TF,977182,
DE0005424519,0.00|0.00|0.00,12.11.07,61.50,EUR,2,1.000000,47.163,|[Privatgiro],119091767 XF0009994050 15  DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.304000,61.50,12.11.07,Deka-BR 100,542451,
DE0008474511,0.00|0.00|0.00,12.14.07,35.00,EUR,2,1.000000,73.684,|[Privatgiro],LOHN/GEHALT 00006802/200712  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.475000,35.00,12.18.07,AriDeka CF,847451,
DE0007019317,0.00|0.00|0.00,12.19.07,50.00,EUR,2,1.000000,35.411,|[Privatgiro],0119091767 DE0007019317 00  DEKA-FINANZWERTE TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.412000,50.00,12.19.07,Deka-Finanzwerte TF,701931,
LU0133666759,0.00|0.00|0.00,12.19.07,50.00,EUR,2,1.000000,200.000,|[Privatgiro],0119091767 LU0133666759 00  DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.250000,50.00,12.19.07,Deka-ConvergenceAktien TF,940542,
DE0009771824,0.00|0.00|0.00,12.19.07,75.00,EUR,2,1.000000,66.964,|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.120000,75.00,12.19.07,Deka-VarioInvest TF,977182,
IE0002080863,0.00|0.00|0.00,12.19.07,50.00,EUR,2,1.000000,67.659,|[Privatgiro],0119091767 IE0002080863 00  DEKA-GLOBALRESOURCES TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.739000,50.00,12.19.07,Deka-GlobalResources TF,565126,
DE0007019317,,1.2.08,,EUR,2,1.000000,35.625,Kapitalertr�ge:sonstige Einnahme|,Ertrag,OthrInc,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.016000,0.57,1.2.08,Deka-Finanzwerte TF,701931,
DE0009771824,,1.2.08,,EUR,2,1.000000,66.346,Kapitalertr�ge:sonstige Einnahme|,Ertrag,OthrInc,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.052000,3.45,1.2.08,Deka-VarioInvest TF,977182,
DE0005424519,0.00|0.00|0.00,1.9.08,82.00,EUR,2,1.000000,44.493,|[Privatgiro],119091767 XF0009994050 15  DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.843000,82.00,1.9.08,Deka-BR 100,542451,
DE0008474511,0.00|0.00|0.00,1.14.08,35.00,EUR,2,1.000000,70.000,|[Privatgiro],LOHN/GEHALT 00006802/200801  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.500000,35.00,1.16.08,AriDeka CF,847451,
DE0007019317,0.00|0.00|0.00,1.21.08,50.00,EUR,2,1.000000,32.196,|[Privatgiro],0119091767 DE0007019317 00  DEKA-FINANZWERTE TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.553000,50.00,1.21.08,Deka-Finanzwerte TF,701931,
LU0133666759,0.00|0.00|0.00,1.21.08,50.00,EUR,2,1.000000,182.482,|[Privatgiro],0119091767 LU0133666759 00  DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.274000,50.00,1.21.08,Deka-ConvergenceAktien TF,940542,
DE0009771824,0.00|0.00|0.00,1.21.08,75.00,EUR,2,1.000000,66.489,|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.128000,75.00,1.21.08,Deka-VarioInvest TF,977182,
IE0002080863,0.00|0.00|0.00,1.21.08,50.00,EUR,2,1.000000,61.805,|[Privatgiro],0119091767 IE0002080863 00  DEKA-GLOBALRESOURCES TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.809000,50.00,1.21.08,Deka-GlobalResources TF,565126,
DE0005424519,0.00|0.00|0.00,2.11.08,82.00,EUR,2,1.000000,41.289,|[Privatgiro],119091767 XF0009994050 15  DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.986000,82.00,2.11.08,Deka-BR 100,542451,
DE0008474511,0.00|0.00|0.00,2.14.08,35.00,EUR,2,1.000000,66.540,|[Privatgiro],LOHN/GEHALT 00006802/200802  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.526000,35.00,2.18.08,AriDeka CF,847451,
DE0007019317,0.00|0.00|0.00,2.19.08,50.00,EUR,2,1.000000,30.469,|[Privatgiro],0119091767 DE0007019317 00  DEKA-FINANZWERTE TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.641000,50.00,2.19.08,Deka-Finanzwerte TF,701931,
LU0133666759,0.00|0.00|0.00,2.19.08,50.00,EUR,2,1.000000,184.502,|[Privatgiro],0119091767 LU0133666759 00  DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.271000,50.00,2.19.08,Deka-ConvergenceAktien TF,940542,
DE0009771824,0.00|0.00|0.00,2.19.08,384.40,EUR,2,1.000000,66.471,Kursgewinne:Realisierte Gewinne|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5.783000,384.40,2.19.08,Deka-VarioInvest TF,977182,
IE0002080863,0.00|0.00|0.00,2.20.08,50.00,EUR,2,1.000000,66.578,|[Privatgiro],0119091767 IE0002080863 00  DEKA-GLOBALRESOURCES TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.751000,50.00,2.20.08,Deka-GlobalResources TF,565126,
DE0008474503,,2.22.08,,EUR,2,1.000000,76.719,Kapitalertr�ge:sonstige Einnahme|,Ertrag,OthrInc,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.442000,33.91,2.22.08,DekaFonds CF,847450,
DE0008474511,,2.22.08,,EUR,2,1.000000,62.518,Kapitalertr�ge:sonstige Einnahme|,Ertrag,OthrInc,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.274000,17.13,2.22.08,AriDeka CF,847451,
DE0005424519,0.00|0.00|0.00,3.11.08,82.00,EUR,2,1.000000,39.029,|[Privatgiro],119091767 XF0009994050 15  DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.101000,82.00,3.11.08,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,3.12.08,"7,653.79",EUR,2,1.000000,178.760,Kursgewinne:Realisierte Gewinne|[DekaBank Depot],Tausch in Deka-Geldmarkt: Euro TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,42.816000,"7,653.79",3.12.08,Deka-ConvergenceAktien TF,940542,
DE0009771824,0.00|0.00|0.00,3.12.08,"7,653.79",EUR,2,1.000000,66.340,|[DekaBank Depot],Tausch aus Deka-Convergence  Aktien TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,115.372000,"7,653.79",3.12.08,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,3.12.08,"1,718.54",EUR,2,1.000000,74.470,Kursgewinne:Realisierte Gewinne|[DekaBank Depot],Tausch in Deka-Geldmarkt: Euro TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,23.077000,"1,718.54",3.12.08,DekaFonds CF,847450,
DE0009771824,0.00|0.00|0.00,3.12.08,"1,718.54",EUR,2,1.000000,66.340,|[DekaBank Depot],Tausch aus DekaFonds,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,25.905000,"1,718.54",3.12.08,Deka-VarioInvest TF,977182,
DE0007019317,0.00|0.00|0.00,3.13.08,"3,535.71",EUR,2,1.000000,28.160,Kursgewinne:Realisierte Gewinne|[DekaBank Depot],Tausch in Deka-Geldmarkt: Euro TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,125.558000,"3,535.71",3.13.08,Deka-Finanzwerte TF,701931,
DE0009771824,0.00|0.00|0.00,3.13.08,"3,535.71",EUR,2,1.000000,66.360,|[DekaBank Depot],Tausch aus Deka-Finanzwerte  TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,53.281000,"3,535.71",3.13.08,Deka-VarioInvest TF,977182,
IE0002080863,0.00|0.00|0.00,3.13.08,"4,079.08",EUR,2,1.000000,64.940,Kursgewinne:Realisierte Gewinne|[DekaBank Depot],Tausch in Deka-Geldmarkt: Euro TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,62.813000,"4,079.08",3.13.08,Deka-GlobalResources TF,565126,
DE0009771824,0.00|0.00|0.00,3.13.08,"4,079.08",EUR,2,1.000000,66.360,|[DekaBank Depot],Tausch aus Deka-GlobalResources TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,61.469000,"4,079.08",3.13.08,Deka-VarioInvest TF,977182,
IE0005259126,0.00|0.00|0.00,3.13.08,"1,622.03",EUR,0,1.000000,32.460,Kursgewinne:Realisierte Gewinne|[DekaBank Depot],Tausch in Deka-Geldmarkt: Euro TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,49.970000,"1,622.03",3.13.08,Deka-PharmaTech CF,989095,
DE0009771824,0.00|0.00|0.00,3.13.08,"1,622.03",EUR,2,1.000000,66.360,|[DekaBank Depot],Tausch aus Deka-PharmaTech  CF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,24.443000,"1,622.03",3.13.08,Deka-VarioInvest TF,977182,
DE0008474511,0.00|0.00|0.00,3.14.08,35.00,EUR,2,1.000000,62.612,|[Privatgiro],LOHN/GEHALT 00006802/200803  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.559000,35.00,3.18.08,AriDeka CF,847451,
DE0009771824,0.00|0.00|0.00,3.19.08,75.00,EUR,2,1.000000,66.254,|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.132000,75.00,3.19.08,Deka-VarioInvest TF,977182,
LU0133666759,0.00|0.00|0.00,3.19.08,100.00,EUR,2,1.000000,164.474,|[Privatgiro],0119091767 LU0133666759 00  DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.608000,100.00,3.19.08,Deka-ConvergenceAktien TF,940542,
IE0002080863,0.00|0.00|0.00,3.19.08,50.00,EUR,2,1.000000,62.112,|[Privatgiro],0119091767 IE0002080863 00  DEKA-GLOBALRESOURCES TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.805000,50.00,3.19.08,Deka-GlobalResources TF,565126,
DE0009771824,0.00|0.00|0.00,4.7.08,"18,600.77",EUR,2,1.000000,66.320,Kursgewinne:Realisierte Gewinne|[Privatgiro],,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,280.470000,"18,600.77",4.7.08,Deka-VarioInvest TF,977182,
DE0005424519,0.00|0.00|0.00,4.9.08,82.00,EUR,2,1.000000,40.196,|[Privatgiro],119091767 XF0009994050 15  DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.040000,82.00,4.9.08,Deka-BR 100,542451,
DE0008474511,0.00|0.00|0.00,4.14.08,35.00,EUR,2,1.000000,62.500,|[Privatgiro],LOHN/GEHALT 00006802/200804  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.560000,35.00,4.16.08,AriDeka CF,847451,
IE0002080863,0.00|0.00|0.00,4.21.08,50.00,EUR,2,1.000000,69.348,|[Privatgiro],0119091767 IE0002080863 00  DEKA-GLOBALRESOURCES TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.721000,50.00,4.21.08,Deka-GlobalResources TF,565126,
DE0009771824,0.00|0.00|0.00,4.21.08,75.00,EUR,2,1.000000,66.489,|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.128000,75.00,4.21.08,Deka-VarioInvest TF,977182,
LU0133666759,0.00|0.00|0.00,4.21.08,100.00,EUR,2,1.000000,172.712,|[Privatgiro],0119091767 LU0133666759 00  DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.579000,100.00,4.21.08,Deka-ConvergenceAktien TF,940542,
DE0005424519,0.00|0.00|0.00,5.9.08,82.00,EUR,2,1.000000,42.094,|[Privatgiro],119091767 XF0009994050 15  DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.948000,82.00,5.9.08,Deka-BR 100,542451,
DE0008474511,0.00|0.00|0.00,5.14.08,35.00,EUR,2,1.000000,66.414,|[Privatgiro],LOHN/GEHALT 00006802/200805  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.527000,35.00,5.16.08,AriDeka CF,847451,
DE0005424519,,5.16.08,,EUR,2,1.000000,42.745,,Zulagenzahlung 2007,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.667000,114.00,5.16.08,Deka-BR 100,542451,
DE0009771824,0.00|0.00|0.00,5.20.08,75.00,EUR,2,1.000000,66.964,|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.120000,75.00,5.20.08,Deka-VarioInvest TF,977182,
LU0133666759,0.00|0.00|0.00,5.20.08,100.00,EUR,2,1.000000,191.205,|[Privatgiro],0119091767 LU0133666759 00  DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.523000,100.00,5.20.08,Deka-ConvergenceAktien TF,940542,
IE0002080863,0.00|0.00|0.00,5.20.08,50.00,EUR,2,1.000000,78.247,|[Privatgiro],0119091767 IE0002080863 00  DEKA-GLOBALRESOURCES TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.639000,50.00,5.20.08,Deka-GlobalResources TF,565126,
DE0005424519,0.00|0.00|0.00,6.10.08,82.00,EUR,2,1.000000,40.514,|[Privatgiro],119091767 XF0009994050 15  DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.024000,82.00,6.10.08,Deka-BR 100,542451,
DE0008474511,0.00|0.00|0.00,6.13.08,35.00,EUR,2,1.000000,61.511,|[Privatgiro],LOHN/GEHALT 00006802/200806  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.569000,35.00,6.17.08,AriDeka CF,847451,
DE0009771824,0.00|0.00|0.00,6.19.08,75.00,EUR,2,1.000000,67.204,|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.116000,75.00,6.19.08,Deka-VarioInvest TF,977182,
LU0133666759,0.00|0.00|0.00,6.19.08,100.00,EUR,2,1.000000,186.220,|[Privatgiro],0119091767 LU0133666759 00  DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.537000,100.00,6.19.08,Deka-ConvergenceAktien TF,940542,
LU0349172725,0.00|0.00|0.00,6.19.08,50.00,EUR,2,1.000000,98.232,|[Privatgiro],0119091767 LU0349172725 00  DEKALUX-GLOBALRESOURCES TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.509000,50.00,6.19.08,DekaLux-GlobalResources TF,DK1A31,
IE0002080863,0.00|0.00|0.00,6.30.08,153.59,EUR,2,1.000000,70.942,Kursgewinne:Realisierte Gewinne|[DekaBank Depot],Umtausch in DekaLux-GlobalResources  wg. Liquidierung,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.165000,153.59,6.30.08,Deka-GlobalResources TF,565126,
LU0349172725,0.00|0.00|0.00,6.30.08,153.59,EUR,2,1.000000,95.338,|[DekaBank Depot],Umtausch aus Deka-GlobalResources   wg. Liquidierung,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.611000,153.59,6.30.08,DekaLux-GlobalResources TF,DK1A31,
DE0005424519,,7.1.08,,EUR,2,1.000000,37.123,Kapitalertr�ge:sonstige Einnahme|,Ertrag,OthrInc,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.073000,2.71,7.1.08,Deka-BR 100,542451,
DE0005424519,0.00|0.00|0.00,7.9.08,82.00,EUR,2,1.000000,37.222,|[Privatgiro],119091767 XF0009994050 15  DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.203000,82.00,7.9.08,Deka-BR 100,542451,
DE0008474511,0.00|0.00|0.00,7.14.08,35.00,EUR,2,1.000000,56.270,|[Privatgiro],LOHN/GEHALT 00006802/200807  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.622000,35.00,7.16.08,AriDeka CF,847451,
DE0009771824,0.00|0.00|0.00,7.21.08,75.00,EUR,2,1.000000,67.446,|[Privatgiro],0119091767 DE0009771824 00  DEKA-GELDMARKT  EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.112000,75.00,7.21.08,Deka-VarioInvest TF,977182,
LU0133666759,0.00|0.00|0.00,7.21.08,100.00,EUR,2,1.000000,166.113,|[Privatgiro],0119091767 LU0133666759 00  DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.602000,100.00,7.21.08,Deka-ConvergenceAktien TF,940542,
